1748234890.901000,7.000000,34.052559,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1748234891.000000,7.000000,34.052559,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1748234891.101000,7.000000,34.052559,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1748234891.200000,7.000000,34.052559,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1748234891.300000,7.000000,34.052559,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1748234891.400000,7.000000,34.052559,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1748234891.501000,7.000000,34.052559,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1748234891.600000,7.000000,34.052559,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1748234891.700000,7.000000,34.052559,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1748234891.800000,7.000000,34.052559,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1748234891.900000,7.000000,34.052559,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1748234892.000000,7.000000,34.052559,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1748234892.101000,7.000000,34.052559,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1748234892.200000,7.000000,34.052559,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1748234892.301000,7.000000,34.052559,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1748234892.400000,7.000000,34.052559,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1748234892.500000,7.000000,34.052559,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1748234892.601000,7.000000,34.052559,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1748234892.700000,7.000000,34.052559,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1748234892.800000,7.000000,34.052559,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1748234892.900000,7.000000,34.052559,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1748234893.000000,7.000000,34.052559,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1748234893.100000,7.000000,34.052559,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1748234893.201000,7.000000,34.052559,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1748234893.300000,7.000000,34.052559,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
